p,h_avg,h_max,n_avg,n_max,t_avg,t_max,singleton_ratio,nonsingletonClasses
2111,28.55566082425391,153,29.660350544765514,134,2.2664670658682633,5,0.6414021790620559,334
2113,27.853762423095127,129,28.881211547562707,136,2.28328611898017,5,0.6185518220539518,353
2129,28.883513386566463,143,28.77501174260216,165,2.1865284974093266,5,0.6035697510568342,386
2131,28.654622243078368,147,28.8015016424214,144,2.272463768115942,7,0.6320976067573909,345
2153,29.39433348815606,148,29.23409196470042,139,2.216,6,0.6140269391546679,375
2141,28.172349369453528,166,28.135450723960766,149,2.296398891966759,6,0.6127977580569827,361
2137,29.278895648104818,136,28.802058961160505,143,2.2270114942528734,5,0.6373420683200749,348
2143,29.221185254316378,132,28.589827344843677,124,2.210674157303371,5,0.6327578161455903,356
2179,29.60761817347407,146,28.117944011014227,170,2.208,4,0.6200091785222579,375
2161,29.269782508098103,135,30.00416473854697,167,2.2378223495702008,6,0.6385932438685794,349
2207,29.82555505210693,157,29.792931581332127,150,2.222513089005236,4,0.615314907113729,382
2203,29.14661824784385,146,29.26917839310032,148,2.2598425196850394,4,0.6091693145710395,381
2213,29.215092634432896,159,29.388612742882966,153,2.230769230769231,6,0.6330772706732942,364
2221,30.215218370103557,165,29.85096803241783,159,2.2338028169014086,4,0.6429536244934714,355
2239,29.721750781598928,192,29.64761054041983,136,2.2717391304347827,5,0.6266190263510496,368
2237,29.335717478766206,151,29.491282968261064,145,2.215633423180593,5,0.6325435851586947,371
2243,28.95497102095408,151,30.22692822113241,161,2.269633507853403,5,0.613464110566206,382
2267,30.191883546537273,136,30.2059991177768,154,2.2282608695652173,6,0.6382884869872077,368
2251,29.70546423811639,159,28.9755664149267,148,2.2513513513513512,5,0.6299422478898268,370
2269,29.50991626267078,158,29.777434993389157,177,2.253968253968254,5,0.624504186866461,378
2293,29.555167902311382,170,29.27431312690798,135,2.2531328320802007,5,0.607937200174444,399
2273,29.45930488341399,158,29.384513858336998,155,2.2290076335877864,5,0.61460624725033,393
2287,29.918233493659816,142,29.618714473108877,145,2.2198952879581153,4,0.6292085701792741,382
2281,29.97632617273126,153,30.27444103463393,175,2.214833759590793,5,0.6203419552827707,391
2309,30.809874404504114,143,30.000866175833693,151,2.2371967654986524,5,0.6405370290168905,371
2297,29.861993905093602,144,30.236830648672182,140,2.278688524590164,6,0.6369177187636047,366
2333,29.705100728675525,145,29.960565795113588,139,2.2320987654320987,5,0.6125160737248179,405
2311,30.71484205971441,197,29.576373864128083,153,2.213740458015267,5,0.6235395932496755,393
2351,29.865163760102085,175,30.738834538494256,159,2.2468827930174564,5,0.6167588260314759,401
2347,30.985513421389008,144,30.567533020877715,172,2.2461139896373057,6,0.6305922454196847,386
2339,30.03805044890979,152,30.289867464728516,141,2.210526315789474,5,0.6229157759726379,399
2341,30.02263989747971,150,29.444681759931655,143,2.2519083969465647,5,0.6219564288765485,393
2371,30.629270350063265,145,30.54744833403627,143,2.241192411924119,5,0.6512020244622522,369
2357,29.869325413661436,143,30.658464149342386,165,2.230769230769231,4,0.618582944420874,403
2381,30.429231415371692,177,30.971860562788745,167,2.2206235011990407,5,0.6110877782444352,417
2377,30.5330248212032,158,30.885149347917544,151,2.236503856041131,5,0.633992427429533,389
2383,30.28073856483424,142,30.649601342845152,158,2.2635467980295565,6,0.614351657574486,406
2389,29.894935119296775,147,31.07785684386773,164,2.216417910447761,5,0.6270406027626622,402
2399,30.164235097957484,165,30.621925802417675,169,2.2457420924574207,5,0.6152563568153397,411
2393,30.83618888424572,154,29.96322607605516,155,2.2219570405727924,4,0.6109486000835771,419
2411,31.14060555785981,153,31.133139776026546,157,2.2109181141439205,5,0.6304437992534219,403
2417,31.29582126603227,146,30.637567232105916,182,2.271604938271605,6,0.6193628465039305,405
2423,30.411886091621955,150,31.362773421378456,165,2.237623762376238,4,0.6269087907552621,404
2437,32.15675010258514,144,30.777595404185472,165,2.208651399491094,6,0.6438243742306115,393
2441,31.10979106923392,160,30.570258090946332,145,2.2457002457002457,5,0.625563293732077,407
2447,31.70044953003678,162,31.45034736411933,163,2.2382075471698113,5,0.6121781773600327,424
2467,30.518848804215647,157,31.192946899067692,182,2.241545893719807,5,0.6238346169436563,414
2459,31.156974379829197,166,30.964213094753966,151,2.2487562189054726,5,0.6323708824725498,402
2477,30.90270488494146,188,31.89826402906742,163,2.2911694510739857,6,0.6124343964473153,419
2473,31.44561261625556,143,31.841083704003236,203,2.2118226600985222,5,0.6368782854832188,406
2521,29.454184847282825,159,32.503768345894485,164,2.2471395881006866,4,0.610472034906783,437
2539,31.258369436786136,163,31.367467506892478,159,2.2769607843137254,5,0.63410791650256,408
2503,30.63643627646824,149,32.1825809029165,161,2.2246376811594204,5,0.6320415501398322,414
2531,31.369814302647175,141,32.05649940734887,189,2.2622549019607843,5,0.6353220071118135,408
2549,30.921537857983523,146,31.364456649666536,173,2.251685393258427,6,0.60690466849745,445
2543,32.0389303971687,164,31.918600078647266,163,2.2063106796116503,6,0.642548171451042,412
2557,31.418850215095816,153,32.07547907704341,157,2.2464788732394365,5,0.6257332811888933,426
2579,32.692904226444355,173,30.965878247382708,214,2.25,8,0.6196200077549437,436
2591,31.53184098803551,170,32.345812427634115,176,2.242857142857143,5,0.6364338093400231,420
2551,31.317914543316345,171,31.17404939239514,187,2.2863849765258215,7,0.6181889455115641,426
2593,31.362900115696103,155,33.00115696104898,166,2.2652582159624415,6,0.627844195912071,426
2609,32.07819087773093,167,31.905711000383288,151,2.2271714922048997,5,0.6167113836719049,449
2617,32.49789835689721,168,31.35040122277417,174,2.2764976958525347,6,0.6224684753534582,434
2621,31.126287676459366,162,32.84814956123617,182,2.2131868131868133,5,0.6157954979015643,455
2633,32.82947208507406,189,32.2631978731485,173,2.2300242130750605,5,0.6502088872009115,413
2647,32.36683037400831,184,31.201360030222894,173,2.2153846153846155,4,0.6191915375897242,455
2657,31.98118178396688,216,31.426797139631162,174,2.2784222737819024,5,0.630410237109522,431
2659,31.80932681459195,174,32.40165475742761,152,2.236842105263158,5,0.6163971417826251,456
2663,31.811490799849793,197,32.99774690199024,166,2.2047413793103448,4,0.6158467893353361,464
2671,33.57094721078248,195,31.955073006364657,180,2.255421686746988,4,0.649569449644328,415
2677,33.952558834516246,153,32.05640642510273,167,2.245977011494253,6,0.635039223010833,435
2683,32.532240029817366,166,32.935147223257545,188,2.24,5,0.6451733134550875,425
2687,32.38481577967994,172,32.40119091924079,223,2.243847874720358,5,0.6267212504652029,447
2689,33.05950167348457,170,32.16548902937895,159,2.25,5,0.6351803644477501,436
2699,32.238236383845866,162,32.24712856613561,157,2.267543859649123,5,0.6168951463505001,456
2693,32.89751206832529,168,32.19940586706276,146,2.220489977728285,5,0.629780913479391,449
2729,32.167460608281424,155,32.48112861854159,175,2.248380129589633,4,0.6185415903261268,463
2731,32.98608568290004,196,32.454046136946175,173,2.2574031890660593,5,0.6371292566825338,439
2707,33.65681566309568,189,31.936461026967123,154,2.25,4,0.6243073513114149,452
2719,31.923501287237954,190,33.198602427363,153,2.2362030905077264,7,0.6274365575579257,453
2713,32.21194249907851,171,32.69001105786952,159,2.2101769911504423,6,0.6317729450792481,452
2711,32.10143858354851,150,32.14496495758023,151,2.2435344827586206,5,0.6160088528218369,464
2741,31.492885808099235,151,33.67311200291864,174,2.2058823529411766,5,0.6169281284202845,476
2749,33.19425245543834,183,32.87449981811568,167,2.2325581395348837,5,0.6158603128410332,473
2753,33.24664002905921,166,33.2560842717036,212,2.2748815165876777,6,0.6512895023610606,422
2767,33.16443801951572,179,33.73798337549693,182,2.2285714285714286,5,0.6335381279363932,455
2789,33.56400143420581,186,32.42918608820366,162,2.237322515212982,7,0.6045177482968807,493
2777,32.44508462369463,158,32.94382427079582,174,2.2939914163090127,6,0.6150522146200936,466
2791,31.99605876030097,179,32.83876746685776,165,2.25,5,0.6194912217843067,472
2801,33.44091395930025,212,33.198857550874685,177,2.2113289760348582,5,0.6376294180649767,459
2797,33.71826957454415,184,33.319628173042545,167,2.2236559139784946,5,0.6303181980693601,465
2803,32.946129147342134,170,32.714591509097396,193,2.2565656565656567,5,0.6014983945772386,495
2833,33.18108012707377,157,34.02117896223085,184,2.2379958246346554,5,0.6216025414754677,479
2819,33.92656970556935,186,32.560482440581765,158,2.2372188139059306,6,0.6119191202554097,489
2843,33.33415406260992,157,32.77207175518818,172,2.2650602409638556,6,0.6032360182905382,498
2837,33.91646105040536,179,32.20726119139937,162,2.2618556701030927,5,0.6133239337328164,485
2857,33.68638431921596,188,33.708085404270214,164,2.2421052631578946,6,0.6272313615680783,475
2851,33.88074359873728,157,33.02385128025254,196,2.2409381663113006,5,0.6313574184496668,469
2879,33.985064258423066,179,33.75686002084057,197,2.2416851441241685,5,0.6488364015283085,451
2861,33.52673890248165,175,32.34253757427473,187,2.2378167641325537,5,0.5987416987067459,513
2887,32.63006581226186,176,33.282299965361965,174,2.26171875,5,0.598891582958088,512
2897,33.74111149464964,173,33.686572316189164,167,2.243186582809224,6,0.6306523990334829,477
2903,34.217361350327245,171,34.3255253186359,155,2.2320675105485233,6,0.6355494316224595,474
2909,33.37469920935029,170,35.01718803712616,192,2.274428274428274,5,0.623925747679615,481
2927,33.653228561667234,198,33.04065596173557,174,2.2475247524752477,5,0.612230953194397,505
2917,34.02434007541995,174,33.80905039424066,211,2.22020202020202,5,0.6232430579362359,495
2939,33.923443348077576,167,33.88941816944539,179,2.2263779527559056,5,0.6151752296699557,508
2963,34.429969625379684,169,34.34087073911576,205,2.209255533199195,5,0.6294296321295983,497
2953,33.18252624449712,159,34.05587538096851,179,2.262,7,0.6169996613613274,500
2957,35.22590463307406,200,33.34798782549882,190,2.228690228690229,4,0.6374704091985121,481
2971,34.06529787950185,169,33.55368562773477,196,2.256,5,0.6203298552675867,500
3001,35.06497834055315,179,34.153282239253585,166,2.2653927813163484,7,0.6444518493835388,471
2969,34.66049174806332,200,34.98450656786797,171,2.233820459290188,6,0.6396092960592792,479
2999,33.848949649883295,171,35.19806602200734,224,2.2200392927308448,5,0.6232077359119707,509
3023,33.5944426066821,178,34.19616275223288,164,2.2563600782778863,5,0.6185908038372477,511
3019,33.40079496522027,168,34.484928784365685,189,2.253384912959381,5,0.6141106326598211,517
3011,34.18797741614082,183,33.84755895051478,189,2.2309124767225326,5,0.6021255396878114,537
3037,34.948633519920975,180,33.63878827790583,181,2.2421259842519685,5,0.6249588409614751,508
3041,34.34034856954949,169,34.72574810917461,196,2.244575936883629,4,0.6257809930943768,507
3049,35.45096753033781,174,34.667759921285665,177,2.2278978388998034,5,0.6280747786159396,509
3061,33.97745834694544,203,33.857236197321136,157,2.2688588007736943,5,0.6167918980725253,517
3067,35.20508640365178,175,34.19791327029671,190,2.210227272727273,5,0.6194978806651451,528
3079,35.04157193894122,200,35.319584280610584,167,2.257085020242915,6,0.6378694381292628,494
3083,33.9328576062277,183,34.75154070710347,203,2.27,5,0.6318520921180668,500
3089,34.55551958562641,178,34.80770475882162,207,2.2627450980392156,5,0.6264163159598576,510
3121,34.708426786286445,171,34.216276834347966,194,2.2576335877862594,6,0.6209548221723806,524
3119,35.08496312920808,172,35.67072779737095,185,2.272349272349272,6,0.6495671689644117,481
3109,34.719845609520746,214,34.808298488259894,230,2.2874015748031495,6,0.6262463814731425,508
3163,35.196648751185585,181,35.7132469174834,222,2.2425373134328357,6,0.6199810306670882,536
3137,34.781957284029325,161,34.2881734140899,200,2.2574074074074075,6,0.6114121772394007,540
3169,34.33733038813506,182,35.99463553171348,209,2.2450805008944545,6,0.6039760176711897,559
3167,36.30849384275339,193,35.80770445216293,187,2.216326530612245,5,0.6570887275023681,490
3181,35.765482552656394,185,34.863250550141466,200,2.2419354838709675,5,0.6067274441999371,558
3187,36.03074992155632,244,35.139629745842484,195,2.220779220779221,5,0.624411672419203,539
3209,35.81115612340293,200,35.998130258647556,207,2.2047970479704797,5,0.6276098473044562,542
3203,34.78364033718389,172,35.40680611926319,168,2.3333333333333335,6,0.6306587574149235,507
3217,34.91296238731738,175,35.88591855766242,219,2.276190476190476,6,0.6285359030152315,525
3191,35.605452836101534,212,35.776245691005954,177,2.264367816091954,6,0.6295832027577561,522
3221,35.25768394908413,189,36.540515367898166,211,2.236162361623616,5,0.6237193418193108,542
3229,36.091359554041496,170,36.043666769897804,169,2.2007299270072993,5,0.6265097553422112,548
3251,35.30944324823131,194,35.74377114733928,222,2.251336898395722,5,0.6115041525684405,561
3253,35.498001844451274,205,36.07285582539195,186,2.213768115942029,5,0.6243467568398402,552
3259,35.99601104633323,203,36.29088677508438,178,2.2081031307550645,5,0.6320957348880024,543
3299,35.92391633828433,180,36.600181873294936,171,2.26007326007326,5,0.625947256744468,546
3271,35.87832467135433,174,35.121063894833384,184,2.2330960854092528,5,0.6163252827881381,562
3257,36.06693276020878,200,35.965305495855084,180,2.2337662337662336,5,0.6303346638010439,539
3307,34.73843362564258,159,36.08436649531297,192,2.257042253521127,5,0.6123374659812519,568
3319,37.13980114492317,183,35.46610424826755,211,2.2248201438848922,6,0.6272973787285326,556
3313,35.48717174766073,178,35.26441291880471,184,2.2788990825688074,5,0.6251131904618171,545
3301,36.38291426840352,178,36.414116934262346,198,2.2485436893203885,4,0.6491972129657679,515
3329,36.84890357464704,200,36.49083808951637,191,2.25044404973357,6,0.6194052267948332,563
3323,35.92777610592838,179,36.20553716521216,204,2.2249134948096887,6,0.6130003009328919,578
3331,35.933653557490246,180,35.93335334734314,200,2.2454212454212454,4,0.6319423596517563,546
3343,35.649416691594375,207,36.161232425964705,192,2.249560632688928,5,0.617110379898295,569
3359,36.83596308425127,212,36.303661804108366,178,2.2390924956369984,5,0.61804108365585,573
3347,36.9300866447565,195,36.38780997908575,169,2.201478743068392,5,0.6441589483119211,541
3371,35.42123998813408,201,37.06585582913082,218,2.258992805755396,6,0.6274102640166123,556
3361,35.60101160368938,186,36.00029753049687,197,2.245315161839864,6,0.6078548051175245,587
3373,36.607471093981616,196,35.772605988734064,194,2.2666666666666666,5,0.616958197450341,570
3389,36.80643257598111,217,35.742106816169965,194,2.2152777777777777,6,0.6234877544998525,576
3413,36.6185174333431,177,36.38441254028714,193,2.261648745519713,6,0.6302373278640492,558
3407,36.22923393014382,207,37.568535368359264,200,2.232075471698113,5,0.6527737012034047,530
3391,36.42435859628428,188,35.74019463285167,173,2.2529711375212225,6,0.6086700088469478,589
3433,36.94669385377221,187,36.54733469268861,190,2.2203098106712567,5,0.6242353626565686,581
3449,37.096259785445056,186,36.710060887213686,199,2.274193548387097,6,0.6320672658741664,558
3457,36.424356378362745,199,38.00549609487995,183,2.204391891891892,5,0.6225050621926526,592
3469,37.475353127702505,202,36.60190256558086,191,2.21280276816609,4,0.6313058518304987,578
3467,35.867320449956736,175,38.48456879146236,234,2.269230769230769,6,0.625612921834439,572
3463,36.56280681490038,205,36.75454807969968,200,2.27318718381113,5,0.6107421311002021,593
3461,37.37012424154869,183,36.62120774342676,202,2.2265758091993186,6,0.6223634787633632,587
3499,37.118891111746215,196,35.94169762789368,173,2.245644599303136,5,0.6316090311517576,574
3491,36.98768261243197,217,38.152678315668865,192,2.2255244755244754,6,0.6353480378115153,572
3517,37.11657662780779,195,36.40688086437304,203,2.2512733446519526,5,0.6229741256752914,589
3511,37.03987467957847,186,37.30418684135574,192,2.224108658743633,6,0.6268869268014811,589
3529,37.320487390195524,200,37.087276848965715,207,2.244107744107744,5,0.6222725984698215,594
3527,37.515168698610715,173,37.263113127303654,190,2.2825719120135366,7,0.6175219733484548,591
3539,36.968635207685786,175,36.923707261938404,205,2.2526132404181185,6,0.6346425543938966,574
3533,37.90517973393716,205,37.495046702519105,223,2.254428341384863,5,0.6037362015284461,621
3541,36.774357526122564,192,36.99152781700085,196,2.222961730449251,5,0.6227054504377294,601
3547,38.59825204398083,200,37.0279109106287,202,2.2663316582914574,5,0.6185508880744292,597
3559,37.02837875807811,189,37.40629390278168,209,2.2432432432432434,6,0.6268614779432424,592
3557,36.98172617374192,181,36.4003373629463,162,2.2233502538071064,5,0.6305875737981445,591
3581,37.77967048310528,205,37.41803965372801,239,2.2240802675585285,5,0.6285953644233454,598
3571,37.38868664239709,184,37.73508821058527,222,2.292929292929293,6,0.6185942313077569,594
3583,36.684063633826405,187,38.329053865475856,229,2.215780998389694,4,0.6159642757465811,621
3593,37.53743389924854,217,37.730030615084885,207,2.215126050420168,5,0.6331756192596716,595
3613,37.795184057569884,240,38.109327428729586,179,2.2157190635451505,5,0.6332687517298644,598
3607,38.026614915442195,206,37.40948156362628,171,2.2291666666666665,5,0.6143609647906848,624
3617,37.74426320154824,184,37.80729886646392,218,2.2071778140293636,5,0.6259330937240807,613
3623,37.91139939276842,206,37.0339497653878,177,2.214968152866242,7,0.6160640353298371,628
3659,37.51571467614102,217,37.79721235310194,184,2.234527687296417,6,0.625034162339437,614
3637,38.2196865548529,181,37.53780588397031,218,2.2349102773246328,5,0.6233159197140501,613
3631,36.48746901679978,194,38.490223079041584,203,2.2627257799671594,5,0.6204902230790416,609
3643,37.76228383200659,191,37.10348613779852,202,2.2451612903225806,6,0.6178973373593193,620
3677,37.93146586891488,214,36.53005167255915,231,2.2661290322580645,5,0.6178950231166712,620
3691,38.77594147927391,191,37.8732050934706,199,2.1888544891640866,5,0.6169059875372528,646
3671,38.2495232906565,202,38.171342958321986,234,2.238172920065253,7,0.6262598746935439,613
3673,37.45221889463654,206,37.991015518649604,193,2.2746710526315788,5,0.6234685543152736,608
3697,37.679740329997294,213,37.86367324857993,178,2.2370967741935486,5,0.6248309440086557,620
3701,38.10186436098352,211,37.37071061875169,184,2.257911392405063,5,0.6144285328289651,632
3709,38.02345645726611,207,38.56915610676732,220,2.2365930599369084,5,0.6176867080075492,634
3719,38.760688357085236,237,38.71094380209734,195,2.210016155088853,5,0.6321591825759613,619
3733,38.661666220198235,230,38.04446825609429,201,2.222741433021807,5,0.6177337262255559,642
3727,38.607727394687416,202,39.25382345049638,216,2.222950819672131,5,0.6361685001341562,610
3739,38.01337255950789,215,39.05723455469377,226,2.243161094224924,5,0.6052420433270929,658
3761,38.19462908800851,220,38.598245147567134,212,2.253968253968254,6,0.6224408402020739,630
3793,38.81755866069074,188,38.969417347745846,213,2.2492113564668768,5,0.6240442921170577,634
3779,37.93252183117227,222,37.66287377613125,221,2.2679938744257275,5,0.6080973802593279,653
3769,38.20350225524012,235,38.77341469885911,189,2.21483771251932,5,0.6197930485539931,647
3767,38.3039554021768,193,38.42049376161402,198,2.2179289026275115,5,0.6190602601539686,647
3823,38.53675124247973,207,39.030342662830236,225,2.2457757296466974,5,0.6175778184671724,651
3797,37.68843824071636,195,38.589939425862525,211,2.216012084592145,6,0.6136423492230708,662
3821,39.858675739335254,215,38.126406699816805,194,2.237942122186495,5,0.6356974613975399,622
3803,37.90376018932422,240,38.20010518012096,194,2.252663622526636,7,0.6108335524585853,657
3847,39.49597088640499,213,38.90668053028334,196,2.230407523510972,6,0.6301013776969067,638
3833,38.65797025828333,183,39.15105661361858,210,2.217868338557994,5,0.6308374641273155,638
3853,39.68206592265767,209,38.38489488710096,217,2.2503961965134707,5,0.6314560083052168,631
3851,38.600882887561674,218,38.87042326668398,226,2.2511773940345368,6,0.6276291872240977,637
3863,38.39554750194149,211,38.010354646647684,213,2.2404287901990814,6,0.6212787988609889,653
3881,38.94125225457356,235,39.01236794640557,216,2.236280487804878,5,0.6220046379799021,656
3877,39.4003095176683,193,38.97369099819448,239,2.216640502354788,5,0.6358008769667268,637
3889,39.033684751864236,201,39.140653124196454,239,2.2515337423312882,5,0.6225250707122654,652
3911,39.74379953975965,228,39.609818460751725,182,2.2496099843993758,5,0.6312963436461263,641
3917,39.891498595864185,211,39.13479703854991,213,2.210280373831776,5,0.6377329588971151,642
3919,40.69915794845624,210,38.66496555243685,198,2.233704292527822,5,0.6414901760653228,629
3907,39.300998208344,215,39.691323265932944,201,2.2516129032258063,5,0.6426926030202201,620
3923,38.8044863624777,239,39.49604894213612,221,2.2579666160849774,6,0.6206984450675503,659
3929,39.54848561975057,216,39.847798421990326,225,2.215926493108729,5,0.6317129040468312,653
3931,40.05418468583058,199,38.65606715848384,183,2.2260596546310834,5,0.639277537522259,637
3943,39.39944204920111,202,38.69540958660918,213,2.2745098039215685,7,0.6175500887648998,663
3947,39.59944261464403,193,39.45224220927287,182,2.2259036144578315,5,0.6255383835824677,664
3967,39.84774388706831,224,39.30552054449206,202,2.237518910741301,5,0.6271741870431056,661
3989,38.17322637252444,197,40.003008272750066,294,2.2545454545454544,5,0.6269741789922286,660
4007,40.04217619166459,218,38.81157973546294,208,2.2511346444780633,5,0.6286498627402046,661
4013,39.74109145277847,204,38.97732369798156,235,2.2630792227204783,7,0.6227261400448543,669
4001,39.81054736315921,221,39.035241189702575,212,2.269461077844311,6,0.6210947263184204,668
4003,40.19960029977517,221,38.97002248313765,187,2.2345323741007195,5,0.6120409692730452,695
4021,38.91619000248694,279,39.192986819199206,193,2.2299854439592433,5,0.6190002486943547,687
4019,39.890022393630254,202,38.969893008210995,233,2.221407624633431,6,0.6230405573525752,682
4027,39.94214055127887,241,39.05115470573628,182,2.2354609929078015,6,0.6086416687360318,705
4049,39.74117065942208,208,39.38898493455174,204,2.211246200607903,6,0.6406520128426773,658
4051,39.832387064922244,209,40.28412737595655,216,2.2208955223880595,5,0.632683288077018,670
4057,39.363076164653684,246,40.185112151836336,209,2.2323232323232323,5,0.6186837564702983,693
4091,39.369347347836715,210,39.70960645318993,212,2.2524682651622,6,0.6096308970911758,709
4093,40.517468849254826,244,39.38138284876619,253,2.2879019908116387,6,0.6349865624236501,653
4073,39.885342499386205,206,39.58850969801129,186,2.241279069767442,5,0.6214092806285293,688
4079,39.82593772983574,191,39.18092669772003,214,2.253968253968254,5,0.6170630056386369,693
4139,39.574051703309976,228,40.24981879681082,232,2.2551622418879056,6,0.6305870983329307,678
4099,40.31275920956331,228,40.32861673578922,209,2.2689335394126737,7,0.6418638692363992,647
4133,39.48318412775224,210,41.0742801838858,233,2.218475073313783,6,0.6339220904911687,682
4129,40.736013562605955,253,40.84475659966093,203,2.2525252525252526,5,0.6219423589246791,693
4111,40.089759182680616,201,40.66358550231087,222,2.2338830584707647,6,0.6375577718316712,667
4127,40.37557547855585,200,40.79137387933123,204,2.21122599704579,5,0.6372667797431548,677
4157,40.547991339908585,200,40.335337984123164,199,2.2467153284671535,6,0.6297810921337503,685
4153,39.96990127618589,226,40.57741391764989,241,2.272069464544139,5,0.6219600288947749,691
4159,40.16903101707141,194,40.402741043520074,199,2.254335260115607,5,0.6249098340947343,692
4217,40.297842067820724,218,40.55584538771639,210,2.2407660738714092,5,0.6115722077306142,731
4177,39.8498922671774,201,41.27316255685899,209,2.24103299856528,6,0.626047402441944,697
4211,41.27095701733555,212,39.77891237235811,198,2.235207100591716,5,0.6411778674899073,676
4201,40.63722923113544,226,40.71411568674125,212,2.2420749279538903,5,0.6296119971435372,694
4219,39.85944536620052,208,40.536383029153825,248,2.2582025677603426,6,0.6247926048826736,701
4229,40.63466540553322,192,40.38779853393237,227,2.2481426448737,5,0.6422322061953181,673
4243,40.51920810747113,202,40.54466179589913,226,2.265185185185185,7,0.639641762903606,675
4241,40.67861353454374,229,40.80664937514737,212,2.244285714285714,6,0.6295684979957558,700
4231,40.9463483809974,252,41.24722287875207,210,2.2175141242937855,5,0.628929331127393,708
4259,41.06809110119747,209,40.235266494482275,242,2.232819074333801,5,0.6262033341159897,713
4261,41.19995306266135,219,40.766721426895096,228,2.2214673913043477,5,0.6162872565125558,736
4253,41.10909945920527,232,40.66564777803903,201,2.245363766048502,6,0.6299083000235128,701
4271,40.35635682509951,198,40.78553032076797,221,2.2289473684210526,5,0.6033715757433856,760
4273,40.26749356424058,198,41.13362976831266,213,2.2357043235704324,6,0.6248537327404634,717
4297,40.78403537351641,200,41.66627879916221,234,2.233837689133425,6,0.622061903653712,727
4283,41.74854074247023,223,40.63600280177446,217,2.2395382395382395,6,0.6376371702077983,693
4327,41.57106540328172,222,41.42107695863184,240,2.233425414364641,5,0.6262999768892997,724
4289,41.82303567265097,238,41.51853578922826,224,2.2098591549295774,5,0.6341804616460713,710
4339,41.70546208803872,236,40.95021894445725,231,2.2410468319559227,5,0.6250288084812169,726
4337,40.51233571593267,233,40.3124279455845,221,2.239612188365651,5,0.6271616324648375,722
4349,41.83329501034721,198,41.60151759025063,189,2.2736111111111112,5,0.6235916302598299,720
4357,41.43148955703466,195,41.96190039017673,214,2.2703081232492996,6,0.6279550149185219,714
4363,41.71418748567499,245,40.432500573000226,199,2.2216288384512684,5,0.618611047444419,749
4373,40.809284244225935,209,41.30413903498742,220,2.2460658082975677,5,0.6409787331351475,699
4409,42.33159446586527,223,40.6894987525516,213,2.220472440944882,6,0.6162395100929916,762
4421,40.75593757068537,228,41.78964035286134,229,2.2345191040843213,6,0.6163763854331599,759
4391,42.102710088818036,236,41.987702117968574,214,2.2028985507246377,5,0.6192211341380096,759
4397,42.03843529679327,203,41.60564020923357,259,2.23202170963365,5,0.625881282692745,737
4441,41.359378518351726,268,41.78518351722585,239,2.2174496644295303,5,0.6280117090745327,745
4447,41.726557229592984,224,42.01956375084327,251,2.26812585499316,5,0.6271643804812232,731
4451,42.480341496292965,212,41.112334306897324,220,2.2312925170068025,7,0.6315434733767693,735
4423,41.964955912276736,206,42.45941668550758,239,2.245492371705964,5,0.6339588514582862,721
4463,41.46403764284114,262,41.69101501232355,206,2.2609853528628494,5,0.6195384270669952,751
4457,41.254206865604665,215,42.02827013686336,214,2.257065948855989,6,0.6237379403186,743
4493,41.93879367905631,218,42.054084130870244,235,2.2767379679144386,5,0.6209659470287113,748
4507,42.20479254493011,234,41.9531839360994,257,2.207808564231738,5,0.6110494785888617,794
4481,42.35706315554564,221,41.04374023655434,199,2.2348284960422165,7,0.6219593840660567,758
4483,42.17956725407093,221,41.6372964532679,220,2.2299605781865965,5,0.6214588445237564,761
4517,43.129953508966125,221,41.51317245959708,264,2.2364864864864864,5,0.6336063759132168,740
4519,42.43505200265545,270,41.967691967249394,239,2.2180851063829787,5,0.630891790219075,752
4523,41.25204510280787,223,42.463188149458325,241,2.239512855209743,5,0.6340924165376962,739
4513,41.75293596277421,259,42.25614890316862,217,2.2302543507362786,5,0.6308442277863948,747
4547,42.3681548273587,220,42.746866065537716,245,2.251388888888889,4,0.6435012095887398,720
4549,41.98922840184656,276,41.40800175862827,216,2.278820375335121,5,0.6262914926357441,746
4561,42.839289629467224,220,41.69721552291164,214,2.2496589358799453,6,0.6384564788423591,733
4567,42.56448434420845,245,42.31377271731991,221,2.23202170963365,5,0.6398073133347931,737
4583,42.030765873881734,250,42.161684486144445,229,2.278947368421053,5,0.6220816059349771,760
4591,42.06251361359181,212,41.60117621433239,220,2.246173469387755,5,0.6164234371596602,784
4597,42.905155536219276,233,42.19708505547096,307,2.2445019404915914,4,0.6225799434413748,773
4621,42.691192382601166,244,43.36810214239342,204,2.230452674897119,6,0.6481281107985285,729
4603,43.70280252009559,218,41.72192048663915,259,2.243675099866844,7,0.6339343906148164,751
4637,43.23183092516713,242,41.937890877722666,254,2.255874673629243,4,0.6273452663359931,766
4649,41.81544418154442,221,43.26177672617767,231,2.2670967741935484,6,0.6220692622069263,775
4639,42.339943953438244,237,43.28411295537831,239,2.264,5,0.6339728389739168,750
4643,42.14753392203317,244,43.048890803359896,289,2.237221494102228,5,0.6323497738531122,763
4651,42.875295635347236,235,43.130939582885404,221,2.2357615894039733,5,0.6370672973554075,755
4679,43.23509296858303,267,42.589655909382344,213,2.237735849056604,5,0.6197905535370806,795
4657,43.206785484217306,222,42.39360103070646,256,2.2213642213642215,5,0.6293751342065708,777
4663,43.72356851812138,238,41.400171563371224,216,2.224159402241594,6,0.6169847737508042,803
