p,h_avg,h_max,n_avg,n_max,t_avg,t_max,total_singleton
2801,27.950374866119244,177,27.872188504105676,167,1.119575699132112,3,921
2333,24.625375053579084,125,24.144449207029577,145,1.1225296442687747,3,900
3433,30.138362947859015,190,30.60180600058258,187,1.1164972634870993,3,1143
2879,28.084056964223688,197,27.75026050712053,179,1.2226310947562098,4,1768
3221,30.254889785780815,211,29.22415398944427,189,1.2094772470853705,4,2190
2447,25.957090314671024,160,26.386187167960767,162,1.0333333333333334,1,31
3259,29.961644676281068,178,29.805461798097575,203,1.2088202035431588,5,2201
2477,25.652402099313687,163,24.83205490512717,188,1.1584582441113491,4,1212
2857,27.96184809240462,164,27.326916345817292,188,1.0886339937434828,3,882
2377,25.859486748001682,151,25.073201514514093,158,1.1668865435356202,5,1296
3191,29.315261673456597,174,29.350360388592918,212,1.1785888077858881,5,1746
2897,27.323092854677252,167,27.479116327235072,173,1.1949354992833254,5,1750
3011,27.5194287612089,185,28.13351046164065,183,1.169767441860465,4,1470
2621,26.87218618847768,182,25.32621136970622,162,1.1199671322925226,4,1086
2239,24.67083519428316,136,24.812416257257706,192,1.18125,4,1346
2579,25.443970531213647,165,26.66459868165956,173,1.150805270863836,7,1201
2473,26.273756570966437,203,25.872624342903357,143,1.1813063063063063,4,1501
3253,29.934829388256993,186,29.703658161696897,205,1.1581462016244626,4,1808
2347,25.311461440136345,172,25.647635279079676,144,1.1896758703481392,5,1400
3391,28.81981716307874,173,29.951341787083457,188,1.1949579831932773,4,1993
3449,30.322992171643953,190,30.638445926355466,186,1.185500202511138,5,2089
3167,29.975686769813702,187,30.521945058414904,183,1.1540497617787189,4,1635
3373,29.128668840794546,194,30.14971835161577,196,1.1722956436612824,4,1743
2539,25.892477353288697,159,26.074438755415517,147,1.1452750352609309,4,1242
2861,26.640335547011535,187,27.379587556798324,175,1.1400560224089635,4,935
3271,28.993274228064813,184,29.140935493732805,174,1.1635981062598633,4,1634
3583,31.42701646664806,229,30.63466368964555,187,1.1011904761904763,3,609
3457,31.945039051200464,183,30.148105293607173,187,1.176383399209486,4,1707
2939,27.89179993194964,176,28.10139503232392,167,1.1822612085769981,5,1730
2671,26.603144889554475,180,28.555222763010107,195,1.1699687174139728,4,1633
3469,30.35601037763044,191,30.725569328336697,174,1.204357625845229,4,2197
3083,28.56049302627311,203,28.090496269867014,177,1.1262509622786758,4,1153
3307,29.849410341699425,192,28.426065920774114,159,1.1363636363636365,4,1429
3539,30.67702740887256,180,30.58462842610907,175,1.176163723916533,5,2114
3571,30.72948753850462,196,30.55698683842061,184,1.127031908488862,5,1480
3659,30.628860344356383,184,30.77124897512982,217,1.105263157894737,3,1183
3331,29.566796757730412,200,30.07775442809967,180,1.100077579519007,3,1169
3491,31.536522486393583,192,30.763391578344315,196,1.1772445820433437,5,2188
3001,28.337887370876373,166,28.967010996334555,179,1.1980629539951573,5,1726
3061,27.595557007513886,157,27.456060111074812,203,1.2181362306727956,5,1965
3593,31.27581408293905,207,31.42833286946841,217,1.1559579439252337,4,1481
2297,24.548976926425773,140,25.053548106225513,144,1.206992230854606,6,1503
3691,31.317800054185856,199,31.837984286101328,191,1.1782261454392602,5,2014
3119,29.01506893235011,185,28.851875601154216,167,1.1967615309126596,5,1705
3257,29.610684679152595,166,30.122198342032544,200,1.154203197524497,4,1678
2843,26.629968343299332,172,27.32430531129089,157,1.1789181692094313,4,1217
2887,27.235538621406302,174,26.510218219605125,176,1.1305007587253415,3,1164
2381,25.338093238135237,144,25.288114237715245,177,1.1955271565495207,4,1301
3203,28.561660942866062,167,28.087105838276617,172,1.217372515125324,6,1911
2791,27.10999641705482,165,26.333572196345397,179,1.1236476043276662,4,576
3329,29.87593872033644,191,30.07569840793031,200,1.1454545454545455,4,1437
2957,28.033479878254987,190,29.387893134934053,200,1.1593545133635905,3,1699
3623,30.284846812034225,177,31.272150151807892,206,1.2245931283905966,5,2237
3517,29.864941711686097,203,30.5877168040944,195,1.1796740994854202,4,1965
2351,25.603147596767332,159,24.814547001276054,136,1.1922837585563162,4,1340
3637,30.998075336816058,184,31.77948858949684,181,1.2013174145738987,5,2014
3671,31.224734404794333,234,31.122037591936802,202,1.1913809082483782,5,1810
3677,29.678542289910254,175,31.106336687516997,181,1.1497361477572559,4,1319
3209,29.960423808039888,207,30.355250856964787,200,1.160626398210291,5,1922
2999,29.335445148382796,191,28.20806935645215,171,1.196401028277635,4,1606
3533,31.0999150863289,223,30.660062270025474,195,1.2386457473162675,4,1943
2917,27.32499142955091,211,28.048680150839903,174,1.23373710183939,5,1786
3559,30.534138803034562,200,30.905591458274795,189,1.2363984674329502,6,2102
3407,31.368065746991487,200,29.70707367185207,188,1.1797511797511797,5,1981
2789,26.75044818931517,154,27.656149157404087,186,1.2110435189518016,7,1760
3299,30.161564110336467,171,29.47832676568657,180,1.1895006402048656,5,1965
3037,27.7945340796839,181,28.924267369114258,180,1.1870503597122302,5,1642
2687,26.762932638630442,223,26.474506885001862,163,1.11960542540074,4,725
3371,31.01275585879561,218,29.327202610501335,201,1.1471389645776566,4,1599
2837,26.17483256961579,162,27.56820585125132,174,1.1710086840347362,4,1275
2683,26.974655236675364,185,27.289601192694743,164,1.1610017889087656,4,1448
2657,25.904779826872414,174,26.28490779074144,161,1.1679721496953872,3,976
2677,26.747852073216286,167,28.271572655958163,152,1.1508903467666354,3,926
2593,27.21249517932896,166,26.01311222522175,155,1.1889250814332248,4,1541
2971,27.963648603163918,196,28.234601144395825,169,1.2049742710120068,5,1928
2753,27.920813657827825,212,27.64220849981838,166,1.2136512388966807,6,1761
2281,25.145988601490576,175,24.968434896975012,153,1.2066062176165804,4,1274
3137,27.999681224099458,200,28.392413133567104,161,1.2086206896551723,5,1904
2927,27.12435941236761,172,28.291424666894432,198,1.2188983855650521,4,1710
2399,25.600250104210087,151,25.081700708628595,165,1.14668652271035,5,1172
2731,26.824606371292568,169,27.180519956060053,196,1.258139534883721,5,1359
2521,25.93653312177707,164,23.59460531535105,141,1.232248520710059,4,1637
3527,30.504394669690956,190,30.52792741706833,169,1.2564516129032257,5,1965
2287,24.75732400524705,145,25.223874070835155,142,1.1742957746478873,4,1449
3169,29.325339223729884,209,28.093720416535184,182,1.2273092369477911,5,2012
3187,29.085660495764042,195,29.886099780357704,197,1.209140201394268,4,2124
2591,26.902354303357775,176,26.191431879583174,142,1.2019002375296912,5,1757
2371,25.697595951075495,143,25.69169126950654,145,1.1894790602655771,4,1647
3413,30.046586580720774,182,30.138294755347204,177,1.210054559625877,5,2118
3323,29.884441769485406,204,30.015648510382185,179,1.2176125244618394,6,2087
2693,26.425547716301523,144,27.463052357965093,168,1.1653590826795412,4,1418
3163,29.134366108125196,222,29.40752450205501,181,1.2138932496075354,5,2090
3617,31.133536079623997,218,31.05584738733757,184,1.1788050588748364,4,1941
3581,31.038536721586148,239,31.49650935492879,205,1.1866181156121984,4,1838
3229,29.764323319913284,169,30.11644471972747,170,1.2140608604407135,5,1553
3697,31.133892345144712,178,31.003245875033812,213,1.1727909011373578,4,1943
3727,32.74644486181916,216,32.10866648779179,190,1.185729275970619,4,1600
3709,32.09166891345376,220,31.119978430843894,207,1.1861198738170347,4,1871
3313,29.140658013884696,184,29.12073649260489,178,1.1936668196420377,4,1812
3631,31.75268521068576,203,30.18204351418342,194,1.1938426453819841,4,2195
2903,28.551498449879436,155,28.212538753014123,171,1.1824596774193548,5,1675
3761,31.619781972879554,212,31.299654347248072,220,1.183456561922366,5,1824
3701,30.807079167792487,184,31.40745744393407,211,1.1844569288389513,4,1793
2389,25.6802009208874,164,24.858518208455422,147,1.16218487394958,4,1020
3557,29.975822322181614,162,30.94602192859151,181,1.1793847383140232,4,2118
2647,25.467321496033247,173,26.926709482432944,184,1.2055317119694802,4,1732
2749,27.020371044016006,167,27.763550381957074,183,1.1489539748953974,4,1038
3121,27.664530599166934,194,29.23902595322012,171,1.137888956680903,4,1441
3733,31.826413072595766,201,32.2172515403161,230,1.2051102555127757,5,2354
3719,31.94756655014789,195,32.556063457918796,237,1.197773654916512,4,2235
3467,31.736948370349005,234,29.688203057398326,175,1.2064384261624936,4,1609
2969,28.911754799595823,171,29.037049511620076,200,1.1779475982532752,6,1555
3511,30.943320991170605,192,30.764169752207348,186,1.2028745163073522,5,1496
3769,32.08357654550279,189,31.435394003714514,235,1.2222222222222223,4,2137
3613,31.593412676446167,179,31.525325214503184,189,1.1739976644608798,4,2174
3643,30.103211638759266,202,31.0859181992863,191,1.2146814404432134,6,2375
3463,30.006064106266244,200,30.09673693329483,187,1.2206795761782974,5,2242
3793,32.250988663327185,213,32.080147640390194,188,1.1946966945150745,5,2298
3821,31.728081654017274,194,33.000785134781474,215,1.175035868005739,5,1775
3607,30.97199889104519,171,31.635708344884947,206,1.177198409191339,4,1909
3361,29.659625111573938,196,29.6242189824457,186,1.1946902654867257,5,1601
3019,28.132162967870155,189,27.323948327260684,168,1.2576844262295082,5,1545
3461,30.14591158624675,202,30.995954926321872,183,1.1254789272030652,3,926
2341,24.349850491243057,143,24.888509184109356,150,1.2058328659562536,4,1469
3739,32.05937416421503,175,30.937951323883393,215,1.109375,4,1212
3547,31.085142373837044,202,32.16210882435861,200,1.1826134499726626,4,1537
3823,32.12607899555323,225,32.07978027726916,207,1.1713181623014168,4,1988
2659,26.61451673561489,152,26.128619781872885,149,1.1883584041857422,5,1281
3529,30.64550864267498,207,30.77018985548314,200,1.2092939481268012,4,2288
3541,30.501553233549846,196,30.19711945778029,186,1.1796304254404812,4,1965
3797,31.892283381617066,211,30.53094548327627,195,1.1725110842402258,5,2104
3779,30.183381847049485,202,30.83487695157449,222,1.2292609351432882,5,2153
3673,31.832561938469915,193,30.753062891369453,206,1.2463884430176566,5,1983
3853,32.09291461199066,217,32.99377108746431,209,1.185462319615179,4,1564
3907,33.08676734067059,201,32.52572306117226,194,1.1590909090909092,4,2307
3877,32.48233169976786,186,32.91591436677844,193,1.2013177159590045,5,2266
3889,32.025970686551815,239,32.26227822062227,201,1.1719106247150022,4,1865
3919,32.284511354937486,198,33.71880581781067,210,1.1797418073485602,4,1696
3347,30.997908574843144,169,30.912757693456825,195,1.1885980638221585,4,2332
3833,32.70858335507435,210,32.04435168275502,176,1.1737849779086893,4,2309
4021,32.29644367072868,193,32.0691370305894,279,1.148539991536183,3,2041
3851,32.05894572838224,226,31.977148792521422,218,1.2127229888926288,5,2441
4229,33.35895010640814,227,33.72239300070939,189,1.1879725085910653,5,2444
3967,32.014620620115956,202,32.65187799344593,224,1.2065868263473054,4,2485
4099,33.48792388387412,209,33.361795559892656,228,1.2125,6,2716
4337,34.0186765044962,221,33.846437629697945,233,1.2111481369282036,5,2706
3847,32.671172342084745,196,33.02209513906941,213,1.1835390946502058,4,2042
4357,34.67775992655497,214,34.35919210465917,195,1.2176607281177383,5,2118
4273,34.29487479522584,213,33.60776971682659,198,1.1432900432900432,4,2026
4349,34.25109220510462,182,34.37272936307197,198,1.1134146341463416,4,1476
3947,32.556118571066634,182,32.54345072206739,193,1.1934774642726274,4,2277
4133,34.362448584563275,233,32.66053714009194,202,1.2025089605734767,6,2784
4297,34.678845706306724,234,33.78356993251106,200,1.188061848256023,5,2321
3911,33.318844285349016,182,32.703400664791616,228,1.1643169664560038,4,1758
4049,33.21511484317115,204,33.0392689552976,208,1.1629213483146068,5,1681
3803,30.801472521693398,194,30.86615829608204,216,1.2227456258411844,6,2429
4451,33.86407548865424,220,35.08470006740058,212,1.1702247191011237,4,1512
3923,32.76548559775682,221,32.596992097884275,239,1.1915483200554209,5,2428
4373,34.57900754630688,220,34.184084152755545,209,1.2099236641221374,5,2808
4001,31.932266933266682,212,32.114221444638844,221,1.2370129870129871,5,2479
4019,32.19557103757153,233,33.18885294849465,199,1.1781420765027322,5,2326
4339,33.45194745333026,231,34.69693477759853,236,1.1482159194876487,4,1904
4243,33.79566344567523,226,33.44049021918454,202,1.1906812842599843,5,2142
3881,31.932749291419736,216,32.62071631022932,235,1.1537804357112345,4,2026
4481,33.95090381611247,199,35.038384289221156,221,1.181556195965418,5,1465
4093,32.45541167847544,219,33.298558514537014,244,1.2123098201936375,5,2387
4073,32.36017677387675,186,32.5128897618463,206,1.179,4,1689
3931,32.418214194861356,183,33.495548206563214,199,1.1426174496644295,4,2084
3989,32.6703434444723,294,31.45500125344698,197,1.1983640081799591,4,2033
4327,34.688236653570605,240,34.30367460134042,222,1.1797418073485602,4,2551
4051,33.46186126882251,216,32.90471488521353,209,1.1919814957594448,4,2161
4259,33.38553651091806,242,33.921812632073255,209,1.1589693728731163,3,1766
3929,33.19292440824637,225,33.45838635785187,216,1.1653400868306802,4,2355
4217,33.727531420441075,210,33.24851790372303,218,1.0816023738872405,3,1245
3863,31.339373543877816,213,31.862283199585814,211,1.1836881992060628,4,2340
4057,33.36603401528223,209,32.55016021690905,246,1.1546485260770976,4,1905
4079,32.16278499632263,214,32.62294680068644,191,1.1115751789976134,3,1505
3767,31.67640031855588,187,31.502256437483407,189,1.163334751169715,4,2017
4013,31.900323947171692,235,31.95165711437827,204,1.203384315001627,6,2553
4091,32.701295526766074,212,31.911024199462233,210,1.213574097135741,6,2637
4241,33.579816081112945,212,33.51214336241453,229,1.2194222495390288,5,2655
4423,35.3063531539679,239,34.47818222925616,206,1.1454945054945056,4,1978
4261,33.59469608073222,199,34.068293827739964,219,1.1997121266642676,4,2300
4177,34.30213071582475,209,33.12425185539861,201,1.196244700181708,4,2743
4409,33.6747561805398,213,35.12996144250397,223,1.1949409780775717,5,2476
4561,34.566761675071255,214,35.47818460863846,220,1.1589490968801313,4,2620
4507,34.804970046594185,257,34.803860661193696,234,1.164863856769862,5,2293
4493,34.33029156465613,235,33.45826841753839,218,1.2182135583357578,5,2823
4111,33.792021405983945,222,33.25273656044758,196,1.1855203619909502,4,1479
4397,34.55742551739823,259,34.66522629065272,203,1.1755301794453508,4,2594
4201,34.140204713163534,212,33.72530349916686,226,1.2205942205942206,4,1989
4153,33.73296412232121,241,32.97856970864435,226,1.2218700475435815,5,2050
3943,31.93583565812833,213,32.061881815876234,202,1.1965397923875432,5,2408
4391,34.96811660214074,201,34.59804144841722,236,1.2092225609756098,5,2153
4441,34.415897320423326,235,34.411168655708174,268,1.1985773562537048,5,2791
4447,34.85428378682258,251,34.61659545761187,224,1.2211819777647748,5,2782
4517,34.74496347133053,264,35.549036971441225,217,1.1783132530120481,4,2461
4157,33.15876834255473,197,33.796006735626655,200,1.220638363805392,5,2634
4463,34.026215550078426,204,33.75913062962133,262,1.2240241891148982,5,2960
4421,34.51232752770866,226,34.07509613209681,228,1.2165039929015085,5,2760
4547,35.5847811744007,245,35.153507807345505,220,1.1785714285714286,4,2387
4649,35.56635835663584,231,34.236394923639494,221,1.1681286549707601,4,2333
4271,33.818777803793026,221,32.75462420978693,198,1.2152117545375973,4,2825
4003,32.05770671996003,187,33.00649512865351,221,1.1425276752767528,4,1890
4219,33.353875325906614,248,32.37639251007348,207,1.178833391547328,5,2424
4007,31.963563763414026,208,32.90167207387073,218,1.219147344801795,5,2185
4591,34.41908081028098,220,34.88107166194729,212,1.196969696969697,5,2304
4027,31.92128135088155,182,33.23665259498386,187,1.2396661367249602,5,2006
4253,33.956501293204795,201,33.762755701857515,232,1.1848932676518884,6,2569
4289,34.5626020051294,224,35.05059454418279,238,1.1870255348516219,4,2428
4643,35.76976093043291,289,34.95153995261684,244,1.2331038798498122,5,2567
4283,34.026850338547746,217,34.773756712584635,215,1.1826252377932784,5,2668
4129,33.289174134172924,203,33.135868248970695,253,1.1918042117245304,4,1459
4211,33.306578009973876,198,34.12301116124436,212,1.1938244047619047,4,2228
4139,33.17951195941048,207,33.008214544575985,228,1.205143721633888,6,2737
4159,33.38951671074778,198,33.20028853089685,192,1.2151321786690976,5,2700
4583,34.817586733580626,229,34.82391446650666,250,1.1886555938577248,4,2681
4231,34.177735759867645,210,33.66060033089104,252,1.2142857142857142,4,2776
3917,32.72172581056931,213,33.0068930303804,211,1.1536491677336749,4,2024
4651,35.786282519888196,210,35.571274994624815,235,1.1902883156297421,5,2760
4483,34.74280615659157,220,34.84831585991523,221,1.195625,5,2655
4513,34.88366939951252,217,34.722357633503215,259,1.2292894818492088,5,2598
4519,35.186766983845985,236,34.52246072139854,200,1.167811579980373,4,2618
4363,33.31904652761861,199,34.42677057070823,245,1.1668508287292818,4,1534
4457,34.68521426968813,214,33.880861566075836,215,1.206755753526355,6,2231
4703,36.157559004890494,278,35.07314480119073,221,1.1633438265127667,5,2461
4621,36.21921661977927,204,35.71326552694222,244,1.2008991289688116,5,2951
4523,34.92527083793942,222,34.02056157417643,212,1.205964325529543,5,2971
4657,35.49881898217737,207,35.8949967790423,222,1.1793062904174014,5,2874
4639,36.07070489329597,239,35.27764604440612,218,1.1717902350813743,4,2819
4603,34.5131436019987,259,36.44840321529437,218,1.2250239387168849,5,2537
4127,34.22098376544706,204,34.118488005815365,200,1.1625225225225224,4,2381
4679,35.10600555674289,213,35.82752724941227,267,1.2216994187655688,4,2941
4567,35.12940661265601,221,35.21918108167287,245,1.1972405142677955,4,2658
4637,34.74142764718568,254,35.52879016605564,242,1.2119309262166404,4,3137
4691,35.75783415050096,238,35.33468343636751,261,1.1872759856630823,4,2804
4597,34.320643898194476,307,35.35131607570155,233,1.2041914471821014,4,2918
4729,36.149925988581096,271,35.561218016493974,256,1.1995323460639127,4,3179
4733,36.000211282484685,262,35.47897739277414,293,1.198905109489051,5,3193
4861,36.10203661797984,221,36.329150380580124,231,1.1868377021751255,5,3016
4663,34.05983272571306,216,35.494531417542355,238,1.186435124508519,5,2569
4783,36.64499268241689,250,35.405603177921805,249,1.1521957760643646,4,2586
4793,36.95243062799916,278,35.47068641769247,237,1.1799883313885648,5,2899
4723,35.670336650434045,222,36.13952995977133,227,1.237249838605552,4,2475
4673,35.67793708538412,213,34.477209501390966,239,1.2298076923076924,5,2516
4751,35.599031782782575,331,34.85750368343507,227,1.1910946196660481,5,2259
4549,33.915366014508685,216,33.93471092547813,276,1.2031930333817127,5,2867
4877,35.74984621693664,237,35.78962476932541,212,1.201766885152465,5,2923
4721,35.33403939843254,240,35.323236602414745,227,1.1729205753595997,4,2708
4801,35.91876692355759,222,35.23578421162258,281,1.176434299814929,5,2752
4759,35.469636478251736,255,35.38621559151082,246,1.2099207363845563,4,3218
4831,36.21734630511281,218,37.010349824052994,203,1.1616352201257862,5,2731
4871,36.29419010470129,245,36.20057483063026,271,1.1718318502608163,4,2768
4789,36.10043850490708,251,35.53518479849655,241,1.1591928251121075,5,2697
4813,35.99439019322668,238,35.604404737170164,230,1.203023195204587,5,3186
4957,35.72039540044382,218,35.0328827920113,225,1.2265422498703993,6,3128
4967,36.39963760821421,228,36.28649083954097,241,1.215661103979461,5,3191
5407,38.03513963380803,243,38.63935638986499,240,1.215699976706266,5,3504
4931,35.06246197525857,231,37.15169336848509,232,1.2163574601515548,6,3129
5987,39.630866878236176,277,39.922999832971435,260,1.2198614318706698,5,3538
5147,37.65513891587332,291,36.84204390907325,230,1.188248716486024,6,2950
6311,40.96292188242751,265,41.251307241324675,282,1.2004098360655737,6,4049
4943,37.039854339469954,272,36.64029941331175,261,1.2208108108108109,5,3024
5051,36.31043357750941,227,36.28984359532766,269,1.2092572062084257,6,2976
5237,37.248806568646174,274,37.34065304563681,236,1.1998226426248892,5,2811
4973,36.04584757691534,229,36.88538105771164,242,1.2066905615292711,6,2773
5009,36.27869834298263,209,37.22699141545218,257,1.1676780581283934,4,2671
4919,35.84996950599715,258,36.137629599512096,221,1.2496180873816072,5,2596
6353,41.5331339524634,268,41.29875649299544,247,1.2370990237099024,5,3445
6427,40.86867901042477,291,40.694103002956275,297,1.2354781054512958,5,3604
5087,36.650088460782385,220,37.79182229211716,233,1.1608961303462322,4,2534
5417,38.779952002953664,303,38.14805242754292,278,1.1399868247694334,4,2652
7213,43.676833495078334,307,44.257174545958684,324,1.1934703748488513,5,4160
4817,36.01640024911771,224,35.2646875648744,249,1.2129393785022924,6,3231
5531,38.291086602784304,259,38.53154944856265,278,1.1794377067254687,5,3083
5323,38.08566597783205,229,37.95077963554387,231,1.183725545789623,6,2976
4889,36.05338515033749,231,36.22376764164451,228,1.2408714329548942,5,2602
5399,37.4699018336729,269,37.86071494721244,254,1.2126582278481013,5,3579
5119,37.13244774369994,223,36.974018362961516,226,1.1916044295647694,4,3235
5807,37.664887205097294,273,38.86774582400551,237,1.20863309352518,4,3427
6247,42.43540899631823,294,41.11237393949096,289,1.1814857142857143,4,3684
5657,39.39809086088032,241,38.97472158387838,241,1.1862003780718335,4,3559
6269,41.21805710639656,277,40.91386185994576,265,1.1894810988494953,4,3549
5669,38.505732933497974,249,38.55477156464985,286,1.2039705411463337,5,2581
5233,37.672463214217466,249,37.76762851137015,272,1.202783300198807,4,3324
5113,36.01447291218463,304,37.54175630745159,244,1.2398523985239853,5,2585
5189,37.233956446328776,220,37.8065137791482,255,1.1812098501070665,4,3152
5903,40.41589022530916,262,39.96002032864645,262,1.211723329425557,5,3497
6317,39.90834256767453,250,40.269906601234766,294,1.196216454025517,6,3802
6869,43.52001746979182,317,42.8228271946426,275,1.19588828549263,4,4284
6841,43.491887151001315,364,42.685133752375386,263,1.1926923076923077,5,4342
5281,37.30335163794736,275,37.3287256201477,241,1.133953488372093,4,1895
6491,40.8511785549222,263,41.17917116006779,272,1.201140925417283,5,3917
5179,37.010812898242904,231,36.77910793589496,238,1.2188796680497926,5,3150
5303,37.4746369979257,294,38.22590986234207,236,1.2092752272197622,4,3524
4799,35.817670347989164,221,37.058553865388625,235,1.200467411062062,4,3200
6451,40.55851805921562,333,41.102309719423346,314,1.2154631083202512,5,4173
4999,37.293458691738344,211,37.140428085617124,249,1.1929034074908476,4,2964
6277,39.33790027083001,274,40.85359248048431,267,1.215508559919436,6,4079
5261,37.7873027941456,244,37.577076601406574,284,1.1987759446514104,5,3134
6007,40.5924754453138,262,41.027135009155984,279,1.2027027027027026,4,2569
5741,39.20693259014109,230,39.97004006270684,251,1.2094263169119215,5,3867
5393,38.691637307620994,209,38.93361765251252,248,1.1858495266567015,5,3373
5347,37.4933607630447,250,37.58986347484571,263,1.211890243902439,5,3237
6079,40.87974995887482,287,40.75341339036026,281,1.224540152534769,6,3617
5737,39.45302422869096,255,38.62733135785253,269,1.206393718452047,5,2941
5501,39.14942737684058,257,37.78876567896746,238,1.217875499714449,4,2854
6043,39.297368856528216,305,40.679298361740855,238,1.2232356134636264,6,3739
4969,36.01952103038841,186,36.303079090360235,227,1.213237187741437,6,3192
5981,40.461795686340075,265,40.16903527838154,263,1.1906028368794326,5,3785
6029,39.96284624315807,262,39.735113617515346,276,1.2144512323572783,5,3902
6011,40.102977873897856,244,39.514723007819,258,1.2151976935749589,6,3985
6481,40.8321246721185,285,41.32788149976855,250,1.1930493748675566,5,3958
6791,42.49801207480489,288,43.1407745545575,271,1.1668920746551257,5,3156
5479,39.047088884833,274,37.89578390217193,248,1.1558123249299719,4,2467
6449,42.04512327492635,261,41.983253217553106,259,1.2327746741154562,4,3463
5779,39.77245198131165,333,39.835784737843916,250,1.1997109130330041,5,3437
5431,38.567667096299026,267,38.74222058552753,265,1.187838503200394,5,3402
5693,40.179518707184265,263,39.923766028456,294,1.2155838255338483,5,3598
5419,38.98154641077689,266,38.83594759180661,245,1.2075876879026486,4,3433
4909,36.90690568343858,248,35.95009166836423,224,1.200963339577201,6,3104
6287,41.62175918562112,288,41.116271671703515,264,1.1718709000262397,6,3241
5879,40.6310597040313,259,40.43936043544821,248,1.191825259515571,5,3869
6827,42.90727991797276,326,43.15790244616962,316,1.2083411609994363,5,4397
5171,37.058402630052214,209,37.4970025140205,277,1.125233644859813,4,1895
6899,42.67618495434121,293,43.061313233802004,305,1.2271614239969864,5,4304
7211,44.267785327971154,306,44.542088475939536,303,1.21097583136471,6,4523
4933,35.42489357389013,242,36.52321102777215,263,1.2441894674904383,5,2705
5861,39.60399249274868,247,38.97986691690838,255,1.1975964871735614,5,3600
6323,41.572196742052824,275,41.62169856080974,265,1.1957474791758,4,3796
5081,36.441645345404446,230,36.965951584333794,236,1.221011673151751,5,3149
6907,43.85854929781381,338,43.699145794121904,289,1.2138084632516704,5,4428
6329,41.55474798546374,284,41.72475904566282,262,1.1900809296534551,5,4034
4987,35.88570282735111,225,36.283336675355926,249,1.162598944591029,5,2604
5059,37.35560387428345,223,37.16070369638268,228,1.173115505875609,4,2969
5953,39.549470855031075,269,41.10986057450025,271,1.182730455075846,4,3616
5711,39.29521975135703,252,38.91997898791805,247,1.2006442705936493,5,3600
5503,37.76194802834817,242,38.572415046338364,322,1.2249154453213078,5,2883
6701,41.64766452768244,271,42.309356812416056,266,1.213964807188319,5,4386
6257,41.465398753396194,275,40.394757871184275,253,1.1762048192771084,5,3372
5839,39.41770851173146,253,39.988011645829765,222,1.1957400916689134,5,3088
5471,37.916103089014804,235,38.584353865838054,284,1.214046822742475,5,2943
6089,40.675644605025454,264,41.327311545409756,294,1.216593886462882,4,3746
5101,36.899039404038426,278,37.28445402862184,246,1.2011130786744244,5,3270
5231,37.718982986044736,257,37.49455171095393,275,1.209090909090909,4,2617
6053,40.20551792499587,259,40.18271931273748,273,1.1859007832898172,5,3230
5167,36.824850009676794,250,37.3984904199729,268,1.1977859778597786,4,3373
6737,42.48834792934541,310,43.0225619712038,298,1.1898332009531374,6,4202
6199,40.026939829004675,270,40.903855460558155,259,1.1798928298035214,6,3312
5273,36.822112649345726,246,37.81737151526645,267,1.2312072892938497,5,2823
5897,39.91164999152111,259,39.29201288790911,254,1.147303655446978,4,2395
5521,38.33580873030248,242,37.491758739358815,246,1.2133040131940627,5,2972
5827,38.37000171614896,235,39.123905955036896,265,1.2182730047972088,5,3742
5387,38.347317616484126,276,38.05698904770745,236,1.1946045049764273,5,3180
5867,39.81353332197034,284,40.30816430884609,250,1.1873322597960279,5,3115
5857,39.772921290763186,245,39.20659040464402,245,1.2336427439438533,6,3568
5563,38.576307747618195,251,39.10390077296423,256,1.2307692307692308,5,2552
6709,41.454911313161425,283,42.63973766582203,267,1.2061642548393159,4,4372
5279,37.9075582496685,238,37.99109679863611,258,1.1830714088778604,4,3049
5659,38.43753313306238,262,39.205159922247745,250,1.195770065075922,5,3066
6221,40.90081980389005,294,40.73975245137438,258,1.2160646174556877,5,3641
6211,41.026565770407345,260,41.33247464176461,259,1.2145359019264448,5,3738
5519,38.47943468019569,275,38.95923174488132,280,1.1793201133144475,5,2983
6379,42.66421069133093,280,41.33845430318232,234,1.1841717533150915,4,4015
6871,42.50021830883423,320,42.42555668752729,284,1.1946505271378367,5,4276
5413,38.92942915204138,251,37.04636985036024,272,1.208157894736842,5,3139
5011,36.254240670524844,259,36.366393933346636,230,1.2388834793898085,5,2470
5023,36.764085208043,238,36.03404340035835,238,1.1788308543756485,5,2445
5927,40.037118272313144,264,39.56284798380294,256,1.2261004891062695,5,3653
5557,38.087457261112114,302,39.02069461939896,320,1.207942238267148,5,3412
7207,44.29471347301235,293,44.48078257249896,278,1.215983529852143,5,4356
6073,40.42417256710028,260,40.82973818541083,251,1.199220541036222,4,3619
4937,35.977719262710146,213,37.85841604213085,224,1.166047924400945,5,2544
5591,38.31282418172062,272,38.70774458951887,242,1.2064064967290773,5,3671
5813,39.70256322036814,237,39.12609667985549,292,1.2061393152302242,5,3490
6113,40.989203337150336,280,40.115000817929,271,1.2184385382059801,5,3921
5381,37.73740940345661,230,37.73090503623862,280,1.2152832674571805,6,3111
6263,41.099952099632766,246,41.513970940443876,279,1.196029776674938,5,4025
6397,41.953571986868845,294,41.315147725496324,276,1.2035340314136125,5,3787
7411,44.270408851706925,320,44.599784104709215,286,1.2240282685512367,5,4590
