p,h_avg,h_max,n_avg,n_max,t_avg,t_max,total_singleton
9323,51.21130537380672,384,49.67842969001394,309,1.2071516646115907,5,6026
9437,50.296068665889585,330,51.43022146868708,416,1.2132857534998627,5,5967
9601,50.769190709301114,339,51.014269346943024,415,1.2102193482946622,5,6485
9311,50.243582858984,342,49.975835033830954,314,1.206650138544553,5,5650
9221,50.06908144452879,299,50.478147706322524,340,1.2131396957123097,6,5946
10631,53.797102812529396,373,54.14175524409745,348,1.2027758174547165,5,7038
8951,49.518601273600716,342,50.03831974081108,342,1.203457069991499,5,5830
9337,50.612830673663915,355,50.58809039305987,354,1.2082064857710126,8,6239
9833,50.95993084511339,387,51.01586494457439,351,1.211719043445599,5,6571
10007,50.773458578994706,373,51.10472669131608,361,1.2235579997442128,7,6372
10111,51.85728414597963,344,53.000296706557215,330,1.204917025199754,5,6718
9397,50.2988187719485,335,50.66319037990848,362,1.20313512112968,5,6397
9343,48.80370330728888,285,49.41517713796425,316,1.2142953110304984,5,6119
9281,49.92446934597565,348,50.00743454369141,350,1.208246563931695,5,5960
9743,51.06343015498307,332,50.92815354613569,345,1.2113155241935485,6,6533
9479,51.36048106340331,340,50.87604177655871,338,1.2058314472107576,5,6211
10343,51.85932514744272,364,53.049598762448035,390,1.2100545124167172,5,6799
10159,52.95206221084752,339,51.98562850674279,392,1.2018259281801582,5,6828
9511,51.95152980759121,445,51.0578277783619,324,1.1962118180605577,5,6230
9181,50.109247358675525,376,48.931271103365646,365,1.2141893714594012,5,6085
9283,50.076376171496285,310,49.51987504039642,315,1.2026126366302319,5,6214
9767,51.394491655574896,343,51.3672570902017,407,1.221246581258097,5,5641
9497,50.770243234705696,336,50.590607560282194,311,1.213384170391796,6,6241
9013,49.08798402307777,315,49.19760346166648,348,1.209350150808884,5,6013
9551,49.74316825463302,403,50.34509475447597,327,1.2018865452639853,5,6306
9467,49.77300095067075,314,50.120312665047,325,1.2150478037965913,6,5946
9433,50.68069543093396,308,49.678257182232585,371,1.212716161747497,5,6330
9439,50.64487763534272,330,49.740014832079666,343,1.2173738991192955,5,6130
9643,50.425801099242975,359,49.98382246188945,380,1.2044959128065396,5,6066
9949,53.2155995577445,338,50.55281937883204,365,1.211281543790203,6,6656
10463,53.05925642741088,352,53.24591417375514,392,1.2031306880232981,6,6829
9781,50.9871178816072,386,51.32869849708619,312,1.2054268696227664,6,6233
9431,50.5194571095324,313,50.350864171349805,355,1.210478537154714,5,6363
9371,50.50570910255042,357,50.27126240529292,352,1.2061730066332748,5,6102
10211,52.00989129370287,364,52.63235726177651,349,1.2153964786017222,5,6359
9829,51.58866619188117,341,51.26706684301556,318,1.2060797973400887,6,6522
10133,52.61186223231027,392,52.35231422086253,365,1.2183137147549958,5,5936
10457,53.22606866214019,366,52.710911351247965,356,1.2120925838450638,5,6941
9319,50.242944521944416,430,49.85985620774761,376,1.210041265474553,6,5993
9871,50.925438152162904,455,50.78158241312937,338,1.2220069740410693,6,6317
10369,52.229530330793715,396,52.64239560227602,364,1.2061284764952005,5,6732
9661,51.35234447779733,325,50.75468378014698,346,1.1993817619783618,5,6442
9631,51.859100820267884,329,50.6019104973523,365,1.2025756600128783,5,6425
9677,50.118735145189625,362,51.229513278908755,326,1.2078994157988316,5,6517
9941,50.86198571572277,393,51.426214666532545,355,1.2143859201632445,6,6425
10331,52.11993030684348,356,52.49249830606911,405,1.2089447118206362,4,7006
9491,50.92993362132547,313,50.57738910546834,321,1.2042847270214236,6,5974
9901,50.5977174022826,377,51.38612261387738,354,1.209007215725305,6,6639
9619,50.007485185570225,352,50.395883147936374,355,1.2208580679978414,5,6041
10099,52.435389642538865,397,51.97712644816318,330,1.2039353819992713,5,6808
10139,52.80974455074465,354,52.91162836571654,347,1.1989554232964896,5,6838
10459,52.380342288937754,361,52.38177646046467,360,1.2148094722923428,5,6817
10313,52.23000096964996,339,53.49684863764181,348,1.1968494468494468,5,6927
10433,52.68398351385028,356,53.44272979967411,341,1.208071532141131,6,6854
9341,50.16978910180923,334,51.67669414409592,348,1.198743948711239,6,6359
10391,53.589356173611776,355,53.51871812145126,351,1.202497349511132,6,7037
10141,52.368602701903164,385,52.6999309732768,362,1.2052971739956913,5,6502
9521,50.857998109442285,361,50.020270979939085,368,1.2087755630339114,5,6384
10009,51.661304825656906,324,51.1176940753322,328,1.2101206017655104,5,6641
10303,52.23284480248471,314,51.9481704357954,373,1.205208073760279,5,6613
9749,50.14268130064622,361,50.947994666119605,338,1.2067574382249118,6,6547
10253,52.64781039695699,369,52.65844143177607,385,1.2058858290982153,5,6980
9679,51.405930364707096,361,51.074904432276064,385,1.2065911163214798,5,6318
10067,51.769047382537,363,51.83391278434489,346,1.2088568229879337,5,6629
9769,51.19183130310165,363,51.466782679905826,332,1.2009304664906324,5,6590
9419,49.62533177619705,317,50.28092154156492,330,1.2163467990873709,5,6100
9859,51.36169996957095,395,51.44304696216655,360,1.2098280098280099,5,6699
9533,50.43900136368404,373,50.20570649323403,338,1.2152244632400782,6,6298
9649,51.286765467924134,334,50.353715410923414,317,1.2123687281213535,5,6333
9883,51.27592836183345,356,50.908226247090965,361,1.2216272691654695,5,6238
9473,49.556423519476404,316,50.35870368415497,422,1.2030942703553167,5,6311
10753,52.836045754673115,343,54.14470380358969,400,1.2103147254766828,5,7165
9811,50.06981959025583,339,50.64743655081031,365,1.2163698370594922,5,6496
9887,51.20633154647517,482,50.901891372509354,309,1.2203045685279188,6,6436
9907,51.82073281518119,375,52.011002321590794,352,1.2012858555885262,4,6702
9539,49.96320369011427,316,51.87545864346367,345,1.2061562338334195,5,6380
10247,52.402264077290916,373,52.77515370352298,381,1.2016187484899734,5,6873
10627,52.955208431354095,399,52.79806154135692,430,1.2108455659347326,5,6783
10427,51.88337968735015,412,52.787570729836006,366,1.216621414236808,5,6941
10501,52.88048757261213,389,53.56347014570041,348,1.2075296304903556,5,7109
9733,51.50282543922737,365,50.70594883386417,404,1.209921198811523,4,6353
10453,52.98899837367263,375,52.15239644121305,400,1.215136279439005,6,6190
9697,51.10126843353615,323,50.93327833350521,357,1.2052030793735067,5,6218
10301,52.00048538976798,466,52.630230074750024,400,1.2200290627270525,5,6749
9739,51.492863743710856,358,50.92473559913749,356,1.201110824076466,5,6425
10091,52.46278862352592,359,52.451590526211476,345,1.2151964610981005,6,6304
9851,52.17358643792508,322,50.58694548776774,367,1.2119078104993597,6,6442
9463,50.68614604248124,370,49.572228680122585,316,1.2046399356309507,5,6190
10321,53.541711074508285,335,52.894196298808254,359,1.19930737998567,5,6961
10639,53.08591032991823,350,53.010621298994266,388,1.2059541807186882,6,7087
10499,52.87427374035622,403,52.10591484903324,404,1.2125529910504005,5,6978
10039,52.424345054288274,409,52.2024105986652,373,1.2036835090270204,5,6840
10093,51.72753393440999,352,52.74457544833053,386,1.2105770389109747,6,6836
9839,50.89297692854965,311,51.51814208761053,374,1.2111280487804879,6,6491
9547,49.797109039488845,391,51.088090499633395,355,1.2,6,6304
9973,52.16634914268525,336,51.5372505765567,376,1.2266417512012813,5,6064
9791,51.01654580737412,359,51.5398835665407,369,1.216155007549069,5,6500
10169,52.482840003933525,379,52.28173861736651,395,1.206605504587156,5,6788
9421,49.76425007960938,345,49.8181721685596,334,1.2014806980433632,4,6255
10181,53.10784795206758,336,52.130635497495334,332,1.2119854721549637,5,6782
10429,53.33579441940742,341,54.043628344040656,356,1.206508875739645,4,6979
10771,53.058026181413055,348,53.743849224770216,374,1.2217412217412218,6,6793
10337,52.51775176550257,413,54.13253361710361,378,1.2051773729626079,5,6904
10243,51.78980767353315,333,50.88811871522015,347,1.214898309237932,5,6696
10613,53.55479129369641,363,53.12993498539527,362,1.2058685994856209,5,7077
10477,53.72788011835449,337,53.298367853393145,396,1.2061855670103092,7,7056
9931,51.21609102809385,370,52.13926090021146,376,1.2057249533291847,5,6640
10781,53.590204990260645,392,53.11863463500603,351,1.2215997139110741,5,6830
10691,53.71695818913104,350,53.1566738378075,410,1.2160047421458209,5,6909
10399,53.462640638522934,364,53.0171170304837,388,1.2061639038057437,5,7079
9613,50.82866951003849,342,50.26079267658379,348,1.204378622021893,6,6428
10103,51.16351578738988,367,51.96308027318618,377,1.2124694376528118,6,6730
11047,53.73042454965149,352,54.58966235176971,330,1.2027721886876817,5,7403
10273,52.42674973230799,340,53.18329601868977,343,1.2102889186882848,5,6745
9857,51.47955767474891,333,50.5072537283149,305,1.2158905485126146,6,6530
9719,50.36732174091985,378,51.238296121000104,381,1.2100497385537559,7,6446
9623,50.926322352696666,336,51.42814091239738,340,1.2089893346876588,6,6511
10567,53.58417715529479,375,53.01220781678811,359,1.2097395772509634,7,7048
10271,53.326258397429655,361,52.10330055496057,340,1.2052681537731371,6,6966
10151,52.57629790168456,345,51.95389616786524,336,1.209400123685838,6,6670
10799,54.05954255023613,386,53.900824150384295,348,1.1980254850189416,5,7238
9967,52.3566770342129,350,51.93980134443664,356,1.2044368182375291,5,6759
9923,51.968054015922604,381,51.127481608384564,345,1.2069571769433631,6,6578
10531,53.82356851201215,406,52.79963916057355,348,1.2112481272329145,5,7155
10333,52.3333978515436,402,53.04867898964483,389,1.198616600790514,6,6739
10711,54.98235458874055,369,54.375221734665296,352,1.1998607242339834,5,7134
9787,51.3859200980893,376,51.410544599979566,308,1.2091790562378797,5,6385
10663,54.10381693707212,352,52.94326174622527,354,1.205006922011998,5,7181
10069,51.83682590128116,328,50.93077763432317,346,1.2210222278035916,5,6484
10289,52.13023617455535,363,53.54349305083098,354,1.2045886828340466,5,6946
10667,53.84672353988938,355,53.055404518608796,388,1.2017857142857142,6,6983
10949,53.850853959265685,424,54.07580600968125,349,1.2143016261973714,5,7364
9413,49.621055986401785,350,50.554658451078296,361,1.209553559807367,5,6331
10061,52.0502932114104,379,51.66176324421032,358,1.203891812507649,5,6759
10079,51.08125806131561,348,52.13602539934517,420,1.2105651105651105,5,6692
10651,54.766970237536384,378,53.276593747066,332,1.2062706270627064,5,6997
9721,51.10060693344306,367,50.93375167163872,399,1.2104072398190044,5,6182
10037,52.59579555644117,364,51.36873567799143,339,1.2078431372549019,6,6778
9587,50.14477938875561,387,50.528319599457596,388,1.2158403090792016,6,6384
9461,49.58344783849488,339,50.09544445618857,323,1.2171828430737333,6,6328
10733,53.08199012391689,415,52.943445448616416,340,1.2148352279251349,6,7142
9817,52.23265763471529,345,51.07120301517775,311,1.2065768327358142,4,6676
9803,50.61562786901969,328,51.22289095174946,363,1.2082492431886982,5,6530
10223,51.78832045387851,356,51.956764159248756,365,1.2271997860390478,5,6051
10723,54.231838105007924,466,53.10519444185396,406,1.2070869765301426,6,7195
10853,53.74735096286741,399,54.105685064037594,389,1.2081605201210626,5,7339
10177,52.020634764665424,382,51.692935049621695,386,1.216794264187629,6,6772
10903,53.63221131798588,334,53.31743556819224,376,1.2155365963179166,6,7317
10589,52.776560581735765,329,52.65841911417509,378,1.2187938288920057,5,6995
10607,52.91005939473932,449,52.58706514565853,357,1.2130531752553118,5,6993
10729,52.991704725510296,383,53.417839500419426,338,1.2062153419593347,6,7178
10831,53.788569845812944,323,54.363770658295635,430,1.211017527885272,5,7231
10597,53.41738227800321,446,54.07851278663773,367,1.2135672514619884,5,7023
10709,53.85152675319824,337,54.71117751424036,349,1.2105385329619314,7,7109
10889,54.40426118100836,393,55.02167324823216,388,1.200247079964061,5,7405
10937,54.40074974855993,505,54.89576666361891,380,1.2032466088503446,6,7445
10859,54.27884703932222,376,53.629523897228104,387,1.2039345762324145,5,7217
10193,52.497007750416955,332,52.02717551260669,333,1.2103233830845772,6,6636
10601,52.72276200358457,383,53.597396472030944,375,1.21216869042956,4,6286
10939,53.79285126611207,364,54.2347563762684,389,1.2072699149265274,6,7488
10657,53.56141503237309,370,53.59228675987614,360,1.2134499468147972,5,6939
10687,53.6332927856274,365,53.497146065313,398,1.2162894860914664,6,6960
10993,53.95387974165378,381,53.866551441826616,353,1.2100446428571427,6,7415
11251,54.71798062394454,432,55.03581903830771,373,1.2125881714595768,5,7559
11149,54.34541214458696,403,53.688312853170686,441,1.214269886993131,6,7433
11113,54.44830378835598,441,53.8872491676415,383,1.2091910537442974,5,7434
10847,53.55047478565502,359,53.85913155711257,385,1.2106050149528411,5,7162
11059,55.531422370919614,371,54.49416764626096,425,1.2130253076387276,5,7057
11117,55.331474318611136,385,54.55059818296303,448,1.2126168224299065,5,7391
10513,52.822505469418815,435,52.785218301150955,377,1.2154466722031083,6,6930
11083,54.03771542001263,361,54.860958224307495,362,1.2096132596685083,5,7463
10909,54.12365936382803,370,53.868548904574205,350,1.2102259758046108,5,7222
10559,54.22701013353537,371,53.07652239795435,444,1.1907153356197941,6,6857
10979,54.406412241552054,370,54.71235995992349,381,1.2113419427288041,5,7323
10529,53.46443156994966,325,53.024123848418654,339,1.2158791076996882,5,6842
10987,54.661964139437515,371,53.84272321834896,437,1.2082397844634036,5,7363
10789,52.75326721660951,349,54.002409861896375,448,1.2173514936477052,5,7162
11261,54.262498889974246,405,54.59701625077702,446,1.2120473923153583,6,7440
9929,51.050760398831706,338,50.882062644777925,343,1.2185926562691882,6,6664
11093,54.53114576760119,405,52.82989272514198,370,1.2252262443438915,7,7200
11003,54.39598291375079,391,54.45678451331455,495,1.198005213646152,6,7323
10739,54.5182046745507,344,52.985845981935,341,1.2080892293826049,5,7321
11119,54.535839553916716,332,55.3232305063405,351,1.2257986447241045,5,6670
10973,54.41738813451198,351,54.71921990339925,375,1.1971736204576042,5,7408
10487,53.57556975302756,331,52.92838752741489,376,1.205101327742837,6,7112
11027,53.87122517457151,362,54.637707445361386,391,1.2166628414046363,6,7149
10957,54.62663137720179,353,54.32563657935566,364,1.2102011009998876,4,7324
11243,55.146313261584986,380,55.07160010673308,356,1.2099106058933893,7,7453
12527,57.85631036960166,388,57.99864293126846,406,1.2062524577270939,6,8390
11069,53.50447194868552,352,55.34935405185654,389,1.2177813103213353,6,7198
10837,53.82827350742826,402,54.05425855864169,358,1.206463400708005,5,7235
12659,58.116833873133736,384,59.415988624693895,408,1.203960780506747,6,8542
12713,59.07677180838512,460,58.68599071816251,389,1.2015450811656563,5,8459
10883,54.1273545897271,391,52.559037030230634,372,1.2083665792773282,5,7233
11159,55.23622188368133,392,54.695313200107535,378,1.2064103976208833,6,7485
11171,54.721063467907975,360,54.136335153522516,349,1.2128076671749075,6,7567
11161,54.45157243974554,403,55.358301227488575,406,1.2043956043956043,6,7512
11197,55.75850674287756,352,54.38072698044119,371,1.208209530097942,5,7498
11617,56.35482482568649,369,55.87492467934923,425,1.2120186203977994,5,7767
11173,54.70500313255169,367,54.46782421909962,391,1.219056515646894,5,7004
11491,55.35410321120877,371,54.58193368723349,370,1.2170112982306545,6,7700
11273,55.19382595582365,379,56.08808657855052,376,1.2054884742041712,5,7525
11717,55.512417854399594,435,56.25970811641205,372,1.2134487490763222,6,7801
13009,59.55715274041049,395,59.190790990852484,442,1.2075204975968334,5,8748
11489,55.55322482374445,382,54.672556358255726,429,1.233476594261819,5,6928
11897,55.82541817264857,389,56.743885013028496,414,1.21067328575861,6,7958
11777,57.25057315105715,433,56.70026322492995,397,1.2031963470319635,5,7984
13109,59.482187809901596,468,58.89411854451141,463,1.2097669256381798,5,8906
12611,57.89929426690984,368,58.43929902466101,442,1.2095843520782397,7,8427
11423,54.88444366628732,364,55.584872625404884,381,1.2131891891891893,5,7594
11789,56.529815930104334,406,56.36220205276105,371,1.2214018073616928,5,7412
11131,54.81421255951846,402,54.18578744048154,367,1.2098929005189356,5,7449
11071,54.11688194381718,359,53.73489296359859,336,1.220206093189964,5,7276
11831,56.25636040909475,352,56.203533091032035,398,1.2074567798375337,5,7920
11503,55.26601756063636,399,55.701990785012605,360,1.214834036112012,5,7586
10891,53.99944908640162,395,54.80754751629786,379,1.213216957605985,5,7259
12379,57.798125858308424,402,57.50593747475563,397,1.2088848776574408,6,8213
11239,55.20153038526559,376,55.52344514636533,431,1.205866552057591,5,7686
11621,55.75449617072541,400,55.768952757938216,391,1.211509393219607,5,7615
10861,54.08691649019427,389,54.18239572783353,351,1.2048232940653478,5,7460
12197,56.61892268590637,390,56.38419283430352,380,1.2149889491661643,6,8169
11057,54.689246631093425,396,56.1408157728136,357,1.197675693454665,4,7558
12413,57.61991460565536,409,58.06589865463627,395,1.2082395537723847,7,8439
12553,58.75233012028997,369,58.697920815741256,402,1.2000591016548463,5,8423
11213,54.87782038705075,383,55.88709533577098,359,1.2048127765188303,6,7667
12157,57.01340791313646,403,57.85185489841244,433,1.2139318572439592,6,8150
12983,59.74836324424247,435,59.20526842794423,378,1.206064008983717,6,8833
11887,56.17279380836207,494,56.25523681332548,430,1.2162304769945125,5,7783
12253,56.4243858646862,440,56.78658287766261,428,1.211010101010101,6,8158
11597,56.089160989911186,458,54.999482624816764,381,1.2133648474430598,5,7656
10867,54.709119352167114,379,53.961074813656026,355,1.205607476635514,5,7235
12263,57.47810486830303,444,57.25947973579059,372,1.211623246492986,8,8215
11863,56.98921014920341,367,56.23476355053528,392,1.2124565286120772,5,7781
11633,54.76850339551277,375,55.65090690277658,400,1.2181818181818183,5,7704
11369,55.08241709912921,366,54.9587474711936,406,1.2057761732851986,5,7546
12163,56.871577735755984,359,57.09052043081476,385,1.2100010081661459,5,8174
12203,55.85782184708678,400,56.9887732524789,397,1.2181671539469705,6,8123
12119,56.59815166267844,446,56.82209753279974,379,1.217783370032505,6,7820
12697,58.53012522643144,428,59.241868157832556,414,1.2024103245397608,5,8721
12239,57.74393332788627,415,57.639349620067,428,1.2061680184239512,6,8242
11321,54.714336189382564,364,54.78473633071283,375,1.2077781388798614,6,7638
12653,57.8267604520667,445,57.793329645143444,450,1.2105008234040493,5,8493
12953,58.40029336833166,379,59.09356905736123,390,1.2118062178142286,5,8615
12763,58.73767922902139,446,58.50121444801379,413,1.2174443427874353,6,8045
11447,56.60828164584607,355,55.437407180920765,373,1.204760386781426,6,7813
12979,58.51983974112027,452,58.305339394406346,479,1.220320959010054,6,8458
12791,57.93675240403409,351,58.400985067625676,450,1.2088301961170789,5,8363
11701,56.181608409537645,436,55.7750619605162,410,1.2073209889757037,5,7696
12347,57.16165870251883,391,56.67749250830161,414,1.2146459552148476,5,8130
13121,59.79033610243122,444,59.799862815334194,422,1.2053912881261077,6,8862
13127,58.752342500190444,396,57.83804372667022,396,1.2202963377131675,5,8781
12671,57.82866387814695,413,58.44195406834504,401,1.2087313717997707,5,8625
12281,56.59750834622588,417,56.84659229704422,462,1.2100379165835162,7,8258
11953,57.283778131013136,413,55.85660503639254,386,1.2120648693316807,5,7955
11527,55.24984818252798,429,55.898846187212634,413,1.2089647812166489,5,7725
12721,58.24266960144643,386,57.881062809527556,411,1.2125459114633674,6,8524
12781,58.34449573585791,435,58.9175338392927,491,1.203055501837169,6,8569
13103,58.80035106464169,402,59.86651911775929,473,1.2131500187055742,6,8798
12401,56.854285944681884,437,57.8270300782195,400,1.2179054054054055,5,8218
12823,59.24986352647586,389,59.10980269827653,409,1.2027992002285062,4,8670
12799,58.388311586842725,403,58.48074068286585,402,1.2148261660760464,5,8577
12907,58.43309831874177,436,58.11365925466801,382,1.214442640175757,5,8581
13183,58.76090419479633,394,59.24706060835925,403,1.2051614096753307,5,8920
12941,60.11706977822425,400,60.35345027432192,393,1.196491882813958,5,8896
12919,58.01106896818639,405,59.46427742085301,442,1.2153462975380784,5,8568
11801,56.150495720701635,409,55.93509024658927,396,1.210503612638844,6,7642
11939,57.783482703744035,447,56.77820587988944,359,1.2006356366618822,5,8091
12097,57.737538232619656,357,57.026122179052656,439,1.2072693574958815,6,8047
11827,56.539781855077365,387,55.129534116851275,405,1.213497059127025,6,7956
13327,59.75725969835672,415,59.653260298641854,429,1.2067147613762486,5,8936
11839,56.164203057690685,414,56.10465410929977,415,1.2077788094501187,6,7991
12107,57.3282398612373,428,57.05162302800033,356,1.201374848362313,6,8212
11593,54.88260156991288,392,55.10195807815061,593,1.2159140727750986,5,7469
11833,56.2762613031353,399,56.53469111805966,403,1.212485621666841,5,7870
11497,56.15664956075498,381,55.065060450552316,356,1.211388205073317,6,7696
13001,58.55803399738482,384,60.33389739250827,409,1.2061168965193734,6,8829
11743,56.29481393170399,363,56.49374095205654,371,1.2048230504228,6,7932
12451,58.01718737450807,401,57.18713356356919,428,1.2119341563786008,7,8403
12503,57.674158202031514,386,57.56242501799568,439,1.2106467661691542,5,8270
11279,55.68153205071371,345,55.114903803528684,361,1.2288196958725561,5,6676
12007,56.50362288664945,402,57.5299408678271,403,1.2074119574119575,5,8085
11927,57.33151672675442,426,57.26737654062212,386,1.2030208333333334,6,7971
12809,58.00850964165821,423,58.943008821922085,405,1.2141354246365723,5,8608
11383,55.466221558464376,365,54.911710445401035,426,1.2229183278277709,5,7153
11969,57.08964825799983,391,57.2096248642326,370,1.201439588688946,5,8076
13399,60.983282334502576,408,59.83767445331741,427,1.2016434892541088,5,9195
11657,55.60736038431843,399,56.95616367847645,381,1.2045907137616603,5,7861
11471,56.01604044983001,358,55.900967657571265,371,1.21340194897624,5,7481
11311,55.152506409689686,487,55.63619485456635,390,1.2057081313947227,6,7677
11257,55.33801190370436,389,55.83254863640401,417,1.2148495595469626,5,7148
11933,57.74247884019107,487,56.816391519316184,374,1.2002428412425377,5,8197
12899,58.95457012171486,509,58.52492441274517,483,1.2147644580620451,5,8567
11467,55.56248364873114,429,55.521496468125925,374,1.2096212451023074,5,7565
11087,54.53801749797059,370,55.55271940110039,423,1.2079885247710471,6,7496
12329,58.825533295482195,500,58.53329548219645,442,1.2022828784119106,5,8335
12113,57.68026087674399,420,57.17105589036572,429,1.2160399913062379,5,7507
12479,58.36493308758715,385,58.59556054171007,362,1.2081501026092054,5,8433
11411,55.33047059854526,428,55.483393217071246,365,1.2045847750865053,5,7638
13037,58.9022014267086,409,59.585410754007825,398,1.2090789225842908,6,8759
12841,58.905614827505644,438,58.95062689821665,435,1.208061927688096,5,8738
11177,55.13456204706093,427,54.24210432137425,360,1.210555129749261,7,7554
12041,56.39656174736317,351,56.68582343659165,403,1.2168773769143797,6,7981
12409,57.15448464823918,373,58.20573777097268,401,1.2072468014454536,5,8431
12647,58.61722147544872,399,58.444374159879814,421,1.2070522674865487,6,8599
11443,55.69579655684698,379,54.19575286201171,435,1.2180338402227457,6,7642
13151,60.06029959698882,441,59.39708006995666,421,1.2046317388003038,6,8711
13033,59.53356863346889,380,59.08163891659633,430,1.2080568277409103,6,8860
11287,55.07202976876052,404,54.86285106759989,377,1.205626765153161,5,7606
11299,56.06637755553589,358,54.7455527037791,368,1.2000434877147206,5,7642
11941,57.390587053010634,426,56.80110543505569,437,1.2083588800326999,5,8081
12689,58.57080936243991,397,59.14823863188589,384,1.207572948179955,6,8473
13099,59.129093823956026,378,59.44988167035652,532,1.2094663573085846,5,8903
13477,61.423758996809376,428,59.240186985234104,384,1.203970628229535,5,9103
11551,54.621850921998096,388,56.27668600121201,457,1.2127705163916862,7,7650
12373,57.94851693202942,399,58.21845954901802,386,1.2041848472828243,5,8350
11909,56.59979847174406,361,56.0569317323033,458,1.2049213804370023,5,8091
11779,56.26165209270736,397,56.76526020884625,439,1.210097545288884,5,7664
12517,58.40976272269713,452,58.147798993369015,366,1.2064126303479192,5,8479
13187,59.244255706377494,379,59.43444301205733,479,1.206534744592729,5,8975
11681,56.78118311788374,391,55.80301344063008,340,1.2076627556847679,5,7966
12457,56.250943244761984,400,56.75451553343502,458,1.2594097263711315,6,6593
13313,59.82010065349658,473,59.655975362427704,430,1.2142520945119082,5,8699
11903,57.21381164412333,410,56.961942367470385,425,1.2053682896379525,5,7949
11587,56.09622853197549,398,55.986881850349526,378,1.2117887490588362,5,7629
12101,56.810676803569955,385,56.70085116932485,411,1.2124179707218576,6,8159
11981,57.633920373925385,416,56.29329772139221,451,1.2089096826688364,7,8119
11807,56.582027610739395,411,56.32523079529093,395,1.2105971230466728,5,7967
11987,56.71218820388754,457,56.7253691499124,368,1.2164264233122473,6,7882
11677,56.50098484199709,445,57.06011818103965,405,1.2005801906340654,5,8004
12973,59.20519540584291,483,58.69891312726432,433,1.208553127354936,6,8773
11923,56.469344963515894,411,56.47035142162208,391,1.2083843329253365,5,8087
12541,58.17582329957739,400,57.7940355633522,475,1.2074190691724884,6,8400
11971,56.2726589257372,378,56.354022220365884,357,1.221401830282862,5,7839
13633,60.449717597007265,421,60.85652460940365,442,1.2097451944568618,6,9200
12959,58.67451192221622,428,59.25557527587005,469,1.2123384586359778,6,8715
13397,60.721803388818394,418,60.650070911398075,434,1.2061399548532732,5,9164
13229,59.5184065311059,472,60.32466550759695,429,1.2045264817734904,6,8929
11719,56.37750661319225,393,55.80774810137384,396,1.2057595993322203,5,7917
12049,57.7141671508009,391,57.24782139596647,396,1.2032203220322033,6,8296
11699,56.012821608684504,341,55.60697495512437,355,1.2150931546996022,6,7849
11351,55.96247026693683,372,54.5632102898423,365,1.2057026476578412,5,7710
12073,56.466246997432286,358,55.557856373726494,373,1.210317863308622,6,8102
12757,58.47981500352748,404,58.695461315356276,420,1.2053674490188535,5,8596
11689,56.215672854820774,362,55.806826931302936,366,1.2035231204781378,5,7894
12391,57.732709224437095,377,58.52473569526269,414,1.2032939775771405,6,8346
12547,58.177572328046544,391,58.48920060572248,389,1.200802034428795,4,8465
12301,57.480611332411996,421,57.43541175514186,486,1.205655526992288,6,8364
12043,56.86896952586565,370,57.041185751058705,446,1.226213050752928,6,7241
11731,55.05915949194442,350,55.73616912454181,394,1.2115057422373459,5,7742
12569,58.58055533455327,425,57.769194048850345,369,1.20879333720705,6,8520
11867,57.05511081149406,439,55.70346338585995,375,1.2113473661715994,5,7686
11821,56.62786566280349,415,56.38067845359953,363,1.2117825756753824,6,7585
12277,57.6848578642991,396,57.401808259346744,456,1.2041831658036348,6,8149
12211,57.285644091393,391,58.15461469167144,435,1.2040980313378866,5,8245
11329,55.78100450172125,383,55.70350428104864,389,1.2079142982072584,6,7549
12289,58.179998372528274,362,57.44104483684596,426,1.2085957021489255,5,8236
13049,58.92712085217258,378,59.16821212353437,437,1.2085671530115976,5,8814
13331,61.27492311154452,397,60.16112819743455,408,1.205060526076272,5,9082
12071,56.636401292353575,360,56.08126915748488,357,1.2172005713119771,6,8053
11437,56.15240010492262,374,55.271312407099764,384,1.2044653349001175,5,7740
12241,57.67347438934728,407,57.58998447839229,452,1.2039421553090333,5,8365
11519,55.297595277367826,362,55.96666377289695,403,1.2058510638297872,5,7756
12491,57.9914338323593,360,58.56688815947482,418,1.19675948384593,5,8576
13093,59.67784312227908,453,59.9781562667074,420,1.204767784215025,5,8695
12149,56.87760309490493,378,56.525722281669275,370,1.212133718530747,5,7965
12583,59.155050464912975,449,58.364857347214496,378,1.2050911194677465,5,8585
12601,58.6379652408539,378,58.20545988413618,395,1.206642781059359,5,8519
12109,57.24543727805764,477,56.82195061524486,383,1.21328029375765,7,8088
13367,59.8820228921972,385,58.88613750280542,501,1.2204092920353982,6,8870
12251,57.29205779120072,452,56.57627948738878,377,1.213925327951564,6,8153
12421,56.77393124547138,366,57.15691168182916,410,1.2154363079355668,5,8310
11317,55.592824953609615,349,55.35221348413891,363,1.2037136417301706,5,7718
13523,59.65222214005768,458,60.00118316941507,455,1.2098765432098766,5,9079
11813,56.99940743248963,409,56.27876068737831,401,1.2082424997404755,5,7949
12739,58.33165868592511,367,58.896616688908075,432,1.213317847464189,8,8518
12269,56.92346564512185,378,57.22479419675605,351,1.212914485165794,5,7994
13291,59.70701978782635,395,58.76698517793996,407,1.2096254716113002,6,8949
11399,55.78138433195895,395,55.0321958066497,388,1.2077922077922079,7,7771
13339,60.00502286528226,407,60.02413974061024,383,1.211297071129707,5,9060
11483,55.228250457197596,403,55.01262736218758,417,1.2078579117330464,5,7674
